cooler,valve,pump,acc,stable,cfg,split
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,100,1,90,0,100|100|1|90,train
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,73,0,90,0,100|73|0|90,valid
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,80,0,90,0,100|80|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,90,0,90,0,100|90|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
100,100,0,90,0,100|100|0|90,train
